notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq,semantic
636.0,182.0,0.77751,1.0,656.0,0.00152,0.43186,1475,14711,0.004506593489283065,1518254 -11174888 -1 -2,'Dexamethasone' -11174888 -1 -2 
596.0,232.0,0.71981,1.0,660.0,0.00151,0.40094,1489,14711,0.004411949249986806,1124957 -1956874 -1 -2,'Oxycodone' -1956874 -1 -2 
916.0,351.0,0.72297,2.0,933.0,0.00214,0.41689,2202,14711,0.004358467883407148,744740 -1 -2,'zolpidem' -1 -2 
663.0,327.0,0.6697,2.0,760.0,0.00262,0.37957,1752,14711,0.004333303773765449,1112921 -1 -2,'Ipratropium' -1 -2 
761.0,359.0,0.67946,1.0,829.0,0.0012,0.39077,1950,14711,0.0038861346038735313,948078 -1 -2,'pantoprazole' -1 -2 
764.0,201.0,0.79171,1.0,726.0,0.00138,0.45213,1692,14711,0.003664439600861958,1501700 -1 -2,'Thyroxine' -1 -2 
683.0,217.0,0.75889,1.0,685.0,0.00146,0.43127,1586,14711,0.003655780161362,1124957 -11124957 -1 -2,'Oxycodone' -11124957 -1 -2 
646.0,259.0,0.71381,1.0,684.0,0.00146,0.40692,1590,14711,0.003515142526615766,1174888 -11154029 -1 -2,'Hydrocodone' -11154029 -1 -2 
638.0,217.0,0.7462,1.0,649.0,0.00154,0.42458,1505,14711,0.0033937310275080497,956874 -11551099 -1 -2,'Furosemide' -11551099 -1 -2 
708.0,221.0,0.76211,1.0,687.0,0.00145,0.43847,1617,14711,0.0031248074543401777,1734104 -11742253 -1 -2,'Azithromycin' -11742253 -1 -2 
691.0,259.0,0.72737,2.0,698.0,0.00286,0.42,1650,14711,0.003092986871069924,1125315 -11125315 -11742253 -1 -2,'Acetaminophen' -11125315 -11742253 -1 -2 
639.0,227.0,0.73788,2.0,644.0,0.0031,0.42394,1512,14711,0.0030353967045345437,1125315 -11174888 -11742253 -1 -2,'Acetaminophen' -11174888 -11742253 -1 -2 
690.0,207.0,0.76923,1.0,660.0,0.00151,0.44352,1558,14711,0.002901060692831391,1154343 -11551099 -1 -2,'Albuterol' -11551099 -1 -2 
759.0,260.0,0.74485,2.0,733.0,0.00272,0.43387,1754,14711,0.002867163797327138,1154343 -1956874 -1 -2,'Albuterol' -1956874 -1 -2 
791.0,307.0,0.7204,3.0,780.0,0.00383,0.42212,1881,14711,0.002861556036409721,1125315 1174888 -11742253 -1 -2,'Acetaminophen' 'Hydrocodone' -11742253 -1 -2 
1127.0,348.0,0.76407,5.0,1001.0,0.00497,0.45627,2481,14711,0.0027794624274949963,19049105 -1956874 -1 -2,'Potassium Chloride' -1956874 -1 -2 
694.0,198.0,0.77803,1.0,651.0,0.00153,0.45013,1544,14711,0.0027207094407512115,1154343 -119049105 -1 -2,'Albuterol' -119049105 -1 -2 
660.0,208.0,0.76037,1.0,627.0,0.00159,0.44184,1496,14711,0.0024484100687368893,956874 -11797513 -1 -2,'Furosemide' -11797513 -1 -2 
1090.0,308.0,0.77969,4.0,942.0,0.00423,0.46672,2344,14711,0.0024221921194919494,19049105 -119049105 -1 -2,'Potassium Chloride' -119049105 -1 -2 
735.0,245.0,0.75,2.0,691.0,0.00289,0.44053,1673,14711,0.0023519438179596674,1716903 -1 -2,'moxifloxacin' -1 -2 
952.0,288.0,0.76774,1.0,847.0,0.00118,0.45642,2088,14711,0.002318338601970881,989878 -1 -2,'Lidocaine' -1 -2 
660.0,205.0,0.76301,0.0,621.0,0,0.44415,1486,14711,0.0023007843797263243,1551099 -11154343 -1 -2,'Prednisone' -11154343 -1 -2 
816.0,270.0,0.75138,1.0,751.0,0.00133,0.4445,1838,14711,0.0022202446526651985,1125315 1174888 -11124957 -1 -2,'Acetaminophen' 'Hydrocodone' -11124957 -1 -2 
662.0,210.0,0.75917,1.0,618.0,0.00162,0.44467,1491,14711,0.002126912467262374,1125315 -11174888 -11124957 -1 -2,'Acetaminophen' -11174888 -11124957 -1 -2 
932.0,278.0,0.77025,4.0,818.0,0.00487,0.46063,2032,14711,0.002119912936760815,1125315 -11125315 -119049105 -1 -2,'Acetaminophen' -11125315 -119049105 -1 -2 
862.0,390.0,0.6885,3.0,843.0,0.00355,0.4123,2098,14711,0.0020980722964397086,970250 -1 -2,'Spironolactone' -1 -2 
758.0,248.0,0.75348,1.0,696.0,0.00143,0.44568,1703,14711,0.002044888481277401,956874 -11154343 -1 -2,'Furosemide' -11154343 -1 -2 
798.0,248.0,0.76291,2.0,719.0,0.00277,0.45274,1767,14711,0.0020442302891782757,1551099 -11551099 -1 -2,'Prednisone' -11551099 -1 -2 
1316.0,243.0,0.84413,6.0,658.0,0.00904,0.59469,2223,14711,0.002043484478229547,19121608 -119121608 -1 -2,'Influenza virus vaccine' -119121608 -1 -2 
686.0,219.0,0.75801,2.0,633.0,0.00315,0.44675,1540,14711,0.0020187679671342562,19049105 -11154343 -1 -2,'Potassium Chloride' -11154343 -1 -2 
713.0,253.0,0.7381,3.0,668.0,0.00447,0.43739,1637,14711,0.001996456183352831,1125315 -11742253 -11125315 -1 -2,'Acetaminophen' -11742253 -11125315 -1 -2 
759.0,252.0,0.75074,1.0,696.0,0.00143,0.44496,1708,14711,0.001969791599618186,1125315 -11125315 -11124957 -1 -2,'Acetaminophen' -11125315 -11124957 -1 -2 
892.0,247.0,0.78314,2.0,771.0,0.00259,0.46757,1912,14711,0.001958512244705499,1125315 -119049105 -11125315 -1 -2,'Acetaminophen' -119049105 -11125315 -1 -2 
792.0,286.0,0.73469,3.0,732.0,0.00408,0.4385,1813,14711,0.0019189961150525303,797399 -1 -2,'gabapentin' -1 -2 
919.0,243.0,0.79088,0.0,784.0,0,0.47225,1946,14711,0.0018964740471631486,781039 -1 -2,'Alprazolam' -1 -2 
793.0,232.0,0.77366,6.0,696.0,0.00855,0.46265,1727,14711,0.0018869314626204982,1125315 -1956874 -1956874 -1 -2,'Acetaminophen' -1956874 -1956874 -1 -2 
703.0,219.0,0.76247,3.0,637.0,0.00469,0.45198,1562,14711,0.0018835309996737986,1125315 1174888 -11125315 -1956874 -1 -2,'Acetaminophen' 'Hydrocodone' -11125315 -1956874 -1 -2 
762.0,238.0,0.762,3.0,683.0,0.00437,0.45374,1686,14711,0.0018619400185042674,1174888 -11174888 -1956874 -1 -2,'Hydrocodone' -11174888 -1956874 -1 -2 
883.0,267.0,0.76783,2.0,770.0,0.00259,0.46046,1922,14711,0.0017850090604042855,1734104 -1956874 -1 -2,'Azithromycin' -1956874 -1 -2 
1015.0,174.0,0.85366,2.0,494.0,0.00403,0.60356,1685,14711,0.001747282349484514,974166 -1974166 -1 -2,'Hydrochlorothiazide' -1974166 -1 -2 
693.0,188.0,0.78661,1.0,598.0,0.00167,0.46892,1480,14711,0.0014896158856111622,1125315 -11551099 -11125315 -1 -2,'Acetaminophen' -11551099 -11125315 -1 -2 
691.0,243.0,0.73983,0.0,630.0,0,0.44182,1564,14711,0.0014757040800562771,1713332 -11742253 -1 -2,'Amoxicillin' -11742253 -1 -2 
777.0,190.0,0.80352,0.0,649.0,0,0.48082,1616,14711,0.0014621162008598195,1734104 -11551099 -1 -2,'Azithromycin' -11551099 -1 -2 
677.0,216.0,0.75812,1.0,603.0,0.00166,0.45291,1497,14711,0.0014404592977055714,1137529 -1 -2,'salmeterol' -1 -2 
1006.0,252.0,0.79968,2.0,542.0,0.00368,0.55938,1802,14711,0.0014074491921990352,1307046 -11307046 -1 -2,'Metoprolol' -11307046 -1 -2 
754.0,194.0,0.79536,1.0,634.0,0.00157,0.47694,1583,14711,0.0014027023954676394,1125315 -11125315 -11154343 -1 -2,'Acetaminophen' -11125315 -11154343 -1 -2 
1072.0,242.0,0.81583,5.0,571.0,0.00868,0.56984,1890,14711,0.0013129478864737304,1308216 -11308216 -1 -2,'Lisinopril' -11308216 -1 -2 
893.0,214.0,0.80668,2.0,720.0,0.00277,0.48934,1829,14711,0.0012665533765689454,1734104 -119049105 -1 -2,'Azithromycin' -119049105 -1 -2 
843.0,239.0,0.77911,1.0,706.0,0.00141,0.47177,1789,14711,0.0012593621384096474,1125315 1174888 -11551099 -1 -2,'Acetaminophen' 'Hydrocodone' -11551099 -1 -2 
784.0,270.0,0.74383,3.0,687.0,0.00435,0.45126,1744,14711,0.0012477182219559453,1742253 -11125315 1174888 -1 -2,'Levofloxacin' -11125315 'Hydrocodone' -1 -2 
742.0,204.0,0.78436,1.0,619.0,0.00161,0.47446,1566,14711,0.0011181404873141481,1125315 1174888 -11153013 -1 -2,'Acetaminophen' 'Hydrocodone' -11153013 -1 -2 
674.0,223.0,0.75139,0.0,590.0,0,0.45326,1487,14711,0.0010949920182959244,1154029 -11125315 -1 -2,'Fentanyl' -11125315 -1 -2 
765.0,211.0,0.78381,0.0,635.0,0,0.47486,1611,14711,0.0010684327134585483,1551099 -11125315 1174888 -1 -2,'Prednisone' -11125315 'Hydrocodone' -1 -2 
875.0,219.0,0.79982,1.0,702.0,0.00142,0.48748,1797,14711,0.0010533339352434149,19049105 -11125315 -11125315 -1 -2,'Potassium Chloride' -11125315 -11125315 -1 -2 
859.0,186.0,0.82201,3.0,454.0,0.00656,0.5739,1502,14711,0.0010351598380638032,1125315 1174888 -11308216 -1 -2,'Acetaminophen' 'Hydrocodone' -11308216 -1 -2 
766.0,198.0,0.79461,2.0,624.0,0.00319,0.48302,1590,14711,0.001031351865368664,1125315 -11125315 -11797513 -1 -2,'Acetaminophen' -11125315 -11797513 -1 -2 
766.0,226.0,0.77218,1.0,640.0,0.00156,0.46969,1633,14711,0.0010063546607731325,1707164 -1 -2,'Metronidazole' -1 -2 
808.0,223.0,0.78371,1.0,661.0,0.00151,0.47785,1693,14711,9.755716306245109E-4,956874 -11125315 -1956874 -1 -2,'Furosemide' -11125315 -1956874 -1 -2 
722.0,248.0,0.74433,0.0,625.0,0,0.45266,1595,14711,9.491524295149612E-4,1326303 -1 -2,'Digoxin' -1 -2 
957.0,312.0,0.75414,2.0,795.0,0.00251,0.46418,2066,14711,9.335670732919101E-4,1713332 -1956874 -1 -2,'Amoxicillin' -1956874 -1 -2 
707.0,252.0,0.73723,1.0,616.0,0.00162,0.44924,1576,14711,9.208698413611716E-4,1125315 -11310149 -1 -2,'Acetaminophen' -11310149 -1 -2 
869.0,259.0,0.77039,3.0,712.0,0.0042,0.47314,1843,14711,9.206106314105953E-4,1125315 1153664 -1 -2,'Acetaminophen' 'Propoxyphene' -1 -2 
857.0,192.0,0.81697,6.0,459.0,0.0129,0.57001,1514,14711,9.165066651054073E-4,967823 986417 -1 -2,'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 -2 
734.0,204.0,0.78252,0.0,604.0,0,0.47601,1542,14711,9.073641915392278E-4,1713332 -11551099 -1 -2,'Amoxicillin' -11551099 -1 -2 
846.0,198.0,0.81034,0.0,665.0,0,0.49503,1709,14711,8.970168013072783E-4,1734104 -11154343 -1 -2,'Azithromycin' -11154343 -1 -2 
708.0,189.0,0.7893,2.0,577.0,0.00345,0.48103,1476,14711,8.881235904356933E-4,1125315 -11154343 -11125315 -1 -2,'Acetaminophen' -11154343 -11125315 -1 -2 
1120.0,341.0,0.7666,6.0,897.0,0.00664,0.47631,2364,14711,8.759166854943438E-4,1125315 1174888 -119049105 -1 -2,'Acetaminophen' 'Hydrocodone' -119049105 -1 -2 
956.0,214.0,0.81709,2.0,526.0,0.00379,0.56419,1698,14711,8.638019190158999E-4,1713332 -119121608 -1 -2,'Amoxicillin' -119121608 -1 -2 
716.0,242.0,0.74739,4.0,607.0,0.00655,0.45889,1569,14711,8.273138190380495E-4,19121608 -1956874 -1 -2,'Influenza virus vaccine' -1956874 -1 -2 
945.0,255.0,0.7875,0.0,750.0,0,0.48462,1950,14711,8.180017234587796E-4,1154343 -11154343 -1 -2,'Albuterol' -11154343 -1 -2 
779.0,203.0,0.79328,1.0,623.0,0.0016,0.48568,1606,14711,8.120779917184453E-4,1705674 1836430 -11125315 -1 -2,'Trimethoprim' 'Sulfamethoxazole' -11125315 -1 -2 
918.0,193.0,0.82628,4.0,500.0,0.00794,0.5709,1615,14711,7.698201837626831E-4,1125315 -11539403 -1 -2,'Acetaminophen' -11539403 -1 -2 
1055.0,203.0,0.83863,3.0,576.0,0.00518,0.57594,1837,14711,7.495454657832928E-4,1177480 -1 -2,'Ibuprofen' -1 -2 
931.0,246.0,0.79099,3.0,729.0,0.0041,0.48926,1909,14711,7.455903940852432E-4,1153013 -11125315 -1 -2,'Promethazine' -11125315 -1 -2 
868.0,246.0,0.77917,2.0,693.0,0.00288,0.48093,1809,14711,7.323078098170299E-4,1125315 -11705674 1836430 -1 -2,'Acetaminophen' -11705674 'Sulfamethoxazole' -1 -2 
840.0,240.0,0.77778,2.0,489.0,0.00407,0.53596,1571,14711,7.279751022001372E-4,1545958 -11125315 -1 -2,'atorvastatin' -11125315 -1 -2 
1082.0,283.0,0.79267,2.0,835.0,0.00239,0.49228,2202,14711,7.144686243930167E-4,19049105 -11125315 1174888 -1 -2,'Potassium Chloride' -11125315 'Hydrocodone' -1 -2 
852.0,259.0,0.76688,1.0,690.0,0.00145,0.47336,1802,14711,6.985956420118582E-4,1125315 1174888 -11154343 -1 -2,'Acetaminophen' 'Hydrocodone' -11154343 -1 -2 
895.0,187.0,0.82717,2.0,493.0,0.00404,0.5688,1577,14711,6.790545107060717E-4,1713332 -11713332 -11713332 -1 -2,'Amoxicillin' -11713332 -11713332 -1 -2 
935.0,278.0,0.77082,2.0,744.0,0.00268,0.47831,1959,14711,6.524412476803643E-4,1713332 -119049105 -1 -2,'Amoxicillin' -119049105 -1 -2 
835.0,214.0,0.796,2.0,648.0,0.00308,0.49264,1699,14711,6.195626156648228E-4,1153013 -11174888 -1 -2,'Promethazine' -11174888 -1 -2 
699.0,241.0,0.74362,0.0,586.0,0,0.45806,1526,14711,5.981175250953097E-4,904453 -1 -2,'Esomeprazole' -1 -2 
983.0,169.0,0.8533,6.0,530.0,0.01119,0.5859,1688,14711,5.913881420199256E-4,1125315 -1974166 -1 -2,'Acetaminophen' -1974166 -1 -2 
899.0,224.0,0.80053,2.0,686.0,0.00291,0.49752,1811,14711,5.619151274073698E-4,1125315 1174888 -11797513 -1 -2,'Acetaminophen' 'Hydrocodone' -11797513 -1 -2 
853.0,228.0,0.78908,6.0,655.0,0.00908,0.49311,1742,14711,5.216271094972895E-4,956874 -1956874 -1956874 -1 -2,'Furosemide' -1956874 -1956874 -1 -2 
637.0,277.0,0.69694,4.0,561.0,0.00708,0.4334,1479,14711,5.122817289978822E-4,1502905 -1 -2,'Insulin. Glargine. Human' -1 -2 
823.0,190.0,0.81244,1.0,472.0,0.00211,0.55451,1486,14711,4.884345954051533E-4,1539403 -11174888 -1 -2,'Simvastatin' -11174888 -1 -2 
932.0,259.0,0.78254,4.0,561.0,0.00708,0.53303,1756,14711,4.669684370680317E-4,1361711 -1 -2,'Nitroglycerin' -1 -2 
891.0,196.0,0.81969,2.0,511.0,0.0039,0.55812,1600,14711,4.550226070631872E-4,1713332 -11125315 -11713332 -1 -2,'Amoxicillin' -11125315 -11713332 -1 -2 
766.0,203.0,0.79051,0.0,591.0,0,0.49103,1560,14711,4.4212702746172474E-4,1713332 -11154343 -1 -2,'Amoxicillin' -11154343 -1 -2 
1080.0,202.0,0.84243,0.0,614.0,0,0.56962,1896,14711,4.365474370412197E-4,1713332 -11734104 -1 -2,'Amoxicillin' -11734104 -1 -2 
742.0,225.0,0.76732,1.0,588.0,0.0017,0.47751,1556,14711,4.31470906079902E-4,1125315 -11124957 -11125315 -1 -2,'Acetaminophen' -11124957 -11125315 -1 -2 
891.0,255.0,0.77749,0.0,546.0,0,0.5266,1692,14711,4.1811029228207465E-4,1307046 -11125315 1174888 -1 -2,'Metoprolol' -11125315 'Hydrocodone' -1 -2 
818.0,172.0,0.82626,0.0,599.0,0,0.51479,1589,14711,3.9491785738913603E-4,1154343 -11734104 -1 -2,'Albuterol' -11734104 -1 -2 
936.0,231.0,0.80206,3.0,559.0,0.00534,0.54309,1729,14711,3.5726639681208E-4,1539403 -11125315 -1 -2,'Simvastatin' -11125315 -1 -2 
1126.0,332.0,0.77229,3.0,853.0,0.0035,0.4879,2314,14711,3.344812107331425E-4,956874 -11125315 1174888 -1 -2,'Furosemide' -11125315 'Hydrocodone' -1 -2 
995.0,294.0,0.77192,3.0,757.0,0.00395,0.48707,2049,14711,3.1912953708509425E-4,923645 -1 -2,'Omeprazole' -1 -2 
815.0,184.0,0.81582,6.0,591.0,0.01005,0.51441,1596,14711,3.166388968399628E-4,19049105 -119121608 -1 -2,'Potassium Chloride' -119121608 -1 -2 
897.0,237.0,0.79101,4.0,545.0,0.00729,0.53535,1683,14711,3.147336060612841E-4,586413 -1 -2,'pneumococcal polysaccharides (23)' -1 -2 
746.0,190.0,0.79701,6.0,555.0,0.0107,0.50234,1497,14711,3.117172401008265E-4,974166 -1956874 -1 -2,'Hydrochlorothiazide' -1956874 -1 -2 
821.0,203.0,0.80176,1.0,493.0,0.00202,0.5415,1518,14711,2.9908874351339504E-4,1346823 -11125315 -1 -2,'carvedilol' -11125315 -1 -2 
875.0,273.0,0.7622,0.0,677.0,0,0.47945,1825,14711,2.805117364372823E-4,1124957 -11174888 -1 -2,'Oxycodone' -11174888 -1 -2 
1183.0,242.0,0.83018,1.0,702.0,0.00142,0.55639,2128,14711,2.794064296159683E-4,1125315 1174888 -11734104 -1 -2,'Acetaminophen' 'Hydrocodone' -11734104 -1 -2 
925.0,168.0,0.84629,4.0,528.0,0.00752,0.57169,1625,14711,2.729175643626583E-4,974166 -11125315 1174888 -1 -2,'Hydrochlorothiazide' -11125315 'Hydrocodone' -1 -2 
812.0,183.0,0.81608,2.0,481.0,0.00414,0.55074,1478,14711,2.586339850104405E-4,1713332 -11713332 -11174888 -1 -2,'Amoxicillin' -11713332 -11174888 -1 -2 
918.0,243.0,0.7907,4.0,565.0,0.00703,0.53295,1730,14711,2.5448899886799464E-4,1308216 -11125315 1174888 -1 -2,'Lisinopril' -11125315 'Hydrocodone' -1 -2 
1046.0,330.0,0.76017,3.0,679.0,0.0044,0.50972,2058,14711,2.4084109032504954E-4,1322184 -1 -2,'clopidogrel' -1 -2 
1221.0,230.0,0.84149,0.0,723.0,0,0.56164,2174,14711,2.2488133622269047E-4,1734104 -11734104 -1 -2,'Azithromycin' -11734104 -1 -2 
788.0,209.0,0.79037,0.0,488.0,0,0.53064,1485,14711,2.202414918888124E-4,1759842 -11713332 -1 -2,'Clavulanate' -11713332 -1 -2 
942.0,287.0,0.76648,5.0,710.0,0.00699,0.48714,1944,14711,2.1842855033432626E-4,956874 19049105 -1 -2,'Furosemide' 'Potassium Chloride' -1 -2 
1046.0,212.0,0.83148,0.0,625.0,0,0.5555,1883,14711,2.0503116794566684E-4,1734104 -11713332 -1 -2,'Azithromycin' -11713332 -1 -2 
1019.0,151.0,0.87094,1.0,580.0,0.00172,0.58252,1751,14711,1.909815491029046E-4,1506270 -11506270 -1 -2,'Methylprednisolone' -11506270 -1 -2 
809.0,278.0,0.74425,3.0,628.0,0.00475,0.47264,1718,14711,1.7909249122246516E-4,1307046 -1956874 -1 -2,'Metoprolol' -1956874 -1 -2 
946.0,166.0,0.85072,1.0,552.0,0.00181,0.56877,1665,14711,1.7398439178492763E-4,1136980 -1 -2,'Ketorolac' -1 -2 
789.0,204.0,0.79456,5.0,489.0,0.01012,0.53396,1487,14711,1.5189293299035922E-4,1503297 -11125315 -1 -2,'Metformin' -11125315 -1 -2 
874.0,207.0,0.80851,2.0,539.0,0.0037,0.54007,1622,14711,1.4301305027741891E-4,903963 -11125315 -1 -2,'Triamcinolone' -11125315 -1 -2 
1050.0,196.0,0.8427,1.0,629.0,0.00159,0.56023,1876,14711,1.2450179268085583E-4,778711 -1 -2,'cyclobenzaprine' -1 -2 
883.0,205.0,0.81158,1.0,621.0,0.00161,0.51696,1710,14711,1.134399957436557E-4,1149380 -11125315 -1 -2,'fluticasone' -11125315 -1 -2 
1033.0,221.0,0.82376,2.0,709.0,0.00281,0.52672,1965,14711,9.915708398332373E-5,1103314 -1 -2,'Tramadol' -1 -2 
871.0,255.0,0.77353,5.0,635.0,0.00781,0.49604,1766,14711,9.619352823722461E-5,1308216 -1956874 -1 -2,'Lisinopril' -1956874 -1 -2 
879.0,188.0,0.82381,0.0,607.0,0,0.52509,1674,14711,9.347401931590554E-5,19049105 -11734104 -1 -2,'Potassium Chloride' -11734104 -1 -2 
850.0,177.0,0.82765,1.0,521.0,0.00192,0.54939,1549,14711,8.408704570066459E-5,1734104 -119121608 -1 -2,'Azithromycin' -119121608 -1 -2 
865.0,244.0,0.77998,5.0,623.0,0.00796,0.50086,1737,14711,8.204132462790822E-5,956874 -119121608 -1 -2,'Furosemide' -119121608 -1 -2 
823.0,229.0,0.78232,1.0,595.0,0.00168,0.5,1648,14711,7.872282038790465E-5,975125 -1 -2,'Hydrocortisone' -1 -2 
993.0,286.0,0.77639,2.0,718.0,0.00278,0.49775,1999,14711,7.539645797415599E-5,956874 -11713332 -1 -2,'Furosemide' -11713332 -1 -2 
794.0,212.0,0.78926,2.0,568.0,0.00351,0.50508,1576,14711,7.518061299850964E-5,1786621 -11125315 1174888 -1 -2,'Cephalexin' -11125315 'Hydrocodone' -1 -2 
844.0,193.0,0.81389,1.0,586.0,0.0017,0.52032,1624,14711,7.489021206415365E-5,997881 -1 -2,'Clindamycin' -1 -2 
787.0,192.0,0.80388,4.0,548.0,0.00725,0.51666,1531,14711,5.969465569224169E-5,1308216 -119049105 -1 -2,'Lisinopril' -119049105 -1 -2 
1130.0,285.0,0.79859,2.0,734.0,0.00272,0.52627,2151,14711,4.317605393357315E-5,708298 1154029 -1 -2,'Midazolam' 'Fentanyl' -1 -2 
910.0,144.0,0.86338,1.0,545.0,0.00183,0.56938,1600,14711,3.866429710176591E-5,1506270 -11125315 1174888 -1 -2,'Methylprednisolone' -11125315 'Hydrocodone' -1 -2 
944.0,232.0,0.80272,1.0,651.0,0.00153,0.51696,1828,14711,3.001356881039087E-5,1738521 -1 -2,'Doxycycline' -1 -2 
1034.0,264.0,0.79661,1.0,683.0,0.00146,0.5222,1982,14711,1.4692130090077473E-5,1163944 -1 -2,'Guaifenesin' -1 -2 
778.0,216.0,0.7827,3.0,544.0,0.00548,0.50681,1541,14711,1.4051845740471521E-5,1307046 -119049105 -1 -2,'Metoprolol' -119049105 -1 -2 
768.0,218.0,0.7789,1.0,518.0,0.00193,0.51096,1505,14711,1.1971942018982435E-5,1713332 -11713332 1759842 -1 -2,'Amoxicillin' -11713332 'Clavulanate' -1 -2 
822.0,206.0,0.79961,0.0,564.0,0,0.51633,1592,14711,1.0964775837769606E-5,1713332 -11797513 -1 -2,'Amoxicillin' -11797513 -1 -2 
803.0,167.0,0.82784,5.0,526.0,0.00942,0.53831,1501,14711,8.097830662241149E-6,974166 -119049105 -1 -2,'Hydrochlorothiazide' -119049105 -1 -2 
938.0,249.0,0.79023,3.0,631.0,0.00473,0.51675,1821,14711,1.5467036020798274E-6,1201620 -11125315 -1 -2,'Codeine' -11125315 -1 -2 
788.0,217.0,0.78408,1.0,543.0,0.00184,0.50936,1549,14711,1.0970792513641073E-6,1777806 -1 -2,'Ceftriaxone' -1 -2 
