notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq,semantic
652.0,367.0,0.63984,0.0,578.0,0,0.40827,1597,14711,0.004778479963531461,1742253 -1 19049105 -1  -2 ,'Levofloxacin' -1 'Potassium Chloride' -1 -2 
623.0,433.0,0.58996,0.0,594.0,0,0.37758,1650,14711,0.004742317480443044,956874 -1 1742253 -1  -2 ,'Furosemide' -1 'Levofloxacin' -1 -2 
665.0,428.0,0.60842,0.0,608.0,0,0.39095,1701,14711,0.004619924015899686,1742253 -1 1742253 -1  -2 ,'Levofloxacin' -1 'Levofloxacin' -1 -2 
589.0,349.0,0.62793,0.0,537.0,0,0.39932,1475,14711,0.004586762342044374,1125315 1174888 -1 1518254 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Dexamethasone' -1 -2 
668.0,432.0,0.60727,0.0,608.0,0,0.3911,1708,14711,0.004479624804783632,1742253 -1 956874 -1  -2 ,'Levofloxacin' -1 'Furosemide' -1 -2 
647.0,375.0,0.63307,0.0,568.0,0,0.40692,1590,14711,0.0042595111183020545,1174888 -1 1154029 -1  -2 ,'Hydrocodone' -1 'Fentanyl' -1 -2 
637.0,306.0,0.6755,0.0,532.0,0,0.43186,1475,14711,0.0042472691311110375,1518254 -1 1174888 -1  -2 ,'Dexamethasone' -1 'Hydrocodone' -1 -2 
661.0,297.0,0.68998,0.0,538.0,0,0.44184,1496,14711,0.004210533131343899,956874 -1 1797513 -1  -2 ,'Furosemide' -1 'Ciprofloxacin' -1 -2 
663.0,472.0,0.58414,2.0,615.0,0.00324,0.37957,1752,14711,0.0041924968649933335,1112921 -1  -2 ,'Ipratropium' -1 -2 
615.0,387.0,0.61377,0.0,552.0,0,0.39575,1554,14711,0.003951812818274198,19049105 -1 1742253 -1  -2 ,'Potassium Chloride' -1 'Levofloxacin' -1 -2 
761.0,516.0,0.59593,1.0,672.0,0.00149,0.39077,1950,14711,0.003924361996112333,948078 -1  -2 ,'pantoprazole' -1 -2 
597.0,361.0,0.62317,0.0,531.0,0,0.40094,1489,14711,0.003898680108143858,1124957 -1 956874 -1  -2 ,'Oxycodone' -1 'Furosemide' -1 -2 
917.0,538.0,0.63024,1.0,746.0,0.00134,0.41689,2202,14711,0.003804322476613173,744740 -1  -2 ,'zolpidem' -1 -2 
709.0,349.0,0.67013,0.0,559.0,0,0.43847,1617,14711,0.0032204117622840703,1734104 -1 1742253 -1  -2 ,'Azithromycin' -1 'Levofloxacin' -1 -2 
919.0,371.0,0.7124,0.0,656.0,0,0.47225,1946,14711,0.0030808564932403894,781039 -1  -2 ,'Alprazolam' -1 -2 
684.0,358.0,0.65643,0.0,544.0,0,0.43127,1586,14711,0.002918029232745754,1124957 -1 1124957 -1  -2 ,'Oxycodone' -1 'Oxycodone' -1 -2 
639.0,347.0,0.64807,0.0,519.0,0,0.42458,1505,14711,0.002901033216332692,956874 -1 1551099 -1  -2 ,'Furosemide' -1 'Prednisone' -1 -2 
691.0,334.0,0.67415,0.0,533.0,0,0.44352,1558,14711,0.002786443888972848,1154343 -1 1551099 -1  -2 ,'Albuterol' -1 'Prednisone' -1 -2 
1094.0,484.0,0.69328,0.0,766.0,0,0.46672,2344,14711,0.0026830778206667814,19049105 -1 19049105 -1  -2 ,'Potassium Chloride' -1 'Potassium Chloride' -1 -2 
660.0,317.0,0.67554,0.0,509.0,0,0.44415,1486,14711,0.0026759101780060223,1551099 -1 1154343 -1  -2 ,'Prednisone' -1 'Albuterol' -1 -2 
894.0,383.0,0.70008,0.0,635.0,0,0.46757,1912,14711,0.0025604992730784842,1125315 -1 19049105 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Potassium Chloride' -1 'Acetaminophen' -1 -2 
800.0,376.0,0.68027,0.0,591.0,0,0.45274,1767,14711,0.0025323431535008403,1551099 -1 1551099 -1  -2 ,'Prednisone' -1 'Prednisone' -1 -2 
936.0,426.0,0.68722,0.0,670.0,0,0.46063,2032,14711,0.0025264091006330725,1125315 -1 1125315 -1 19049105 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Potassium Chloride' -1 -2 
794.0,463.0,0.63166,0.0,624.0,0,0.42212,1881,14711,0.00248051968119122,1125315 1174888 -1 1742253 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Levofloxacin' -1 -2 
795.0,417.0,0.65594,0.0,601.0,0,0.4385,1813,14711,0.0023579876387683097,797399 -1  -2 ,'gabapentin' -1 -2 
885.0,404.0,0.68658,0.0,633.0,0,0.46046,1922,14711,0.0023365595551122637,1734104 -1 956874 -1  -2 ,'Azithromycin' -1 'Furosemide' -1 -2 
693.0,406.0,0.63057,0.0,551.0,0,0.42,1650,14711,0.0023025032493027247,1125315 -1 1125315 -1 1742253 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Levofloxacin' -1 -2 
1132.0,552.0,0.67221,0.0,797.0,0,0.45627,2481,14711,0.002300679370240064,19049105 -1 956874 -1  -2 ,'Potassium Chloride' -1 'Furosemide' -1 -2 
761.0,411.0,0.64932,0.0,582.0,0,0.43387,1754,14711,0.0022958468109842483,1154343 -1 956874 -1  -2 ,'Albuterol' -1 'Furosemide' -1 -2 
695.0,332.0,0.67673,0.0,517.0,0,0.45013,1544,14711,0.0022018477382054814,1154343 -1 19049105 -1  -2 ,'Albuterol' -1 'Potassium Chloride' -1 -2 
641.0,365.0,0.63718,0.0,506.0,0,0.42394,1512,14711,0.0021375852199687125,1125315 -1 1174888 -1 1742253 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Levofloxacin' -1 -2 
799.0,358.0,0.69058,0.0,570.0,0,0.46265,1727,14711,0.002120550484460045,1125315 -1 956874 -1 956874 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Furosemide' -1 -2 
767.0,328.0,0.70046,0.0,538.0,0,0.46969,1633,14711,0.0019483370804289852,1707164 -1  -2 ,'Metronidazole' -1 -2 
706.0,340.0,0.67495,0.0,516.0,0,0.45198,1562,14711,0.0019133111872037547,1125315 1174888 -1 1125315 -1 956874 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
934.0,356.0,0.72403,0.0,619.0,0,0.48926,1909,14711,0.0019120206105653918,1153013 -1 1125315 -1  -2 ,'Promethazine' -1 'Acetaminophen' -1 -2 
743.0,306.0,0.70829,0.0,517.0,0,0.47446,1566,14711,0.001904873602538765,1125315 1174888 -1 1153013 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Promethazine' -1 -2 
694.0,295.0,0.70172,0.0,491.0,0,0.46892,1480,14711,0.0018926463472719156,1125315 -1 1551099 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Prednisone' -1 'Acetaminophen' -1 -2 
716.0,384.0,0.65091,0.0,537.0,0,0.43739,1637,14711,0.0018553773464601451,1125315 -1 1742253 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Levofloxacin' -1 'Acetaminophen' -1 -2 
1321.0,394.0,0.77026,1.0,507.0,0.00197,0.59469,2223,14711,0.0018396115002773084,19121608 -1 19121608 -1  -2 ,'Influenza virus vaccine' -1 'Influenza virus vaccine' -1 -2 
768.0,300.0,0.7191,0.0,522.0,0,0.48302,1590,14711,0.001813020614366028,1125315 -1 1125315 -1 1797513 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 -2 
864.0,563.0,0.60547,1.0,670.0,0.00149,0.4123,2098,14711,0.0017747873664017986,970250 -1  -2 ,'Spironolactone' -1 -2 
745.0,310.0,0.70616,0.0,515.0,0,0.47452,1570,14711,0.0017693259152905872,1125315 -1 1125315 -1 1551099 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Prednisone' -1 -2 
817.0,427.0,0.65675,0.0,594.0,0,0.4445,1838,14711,0.0017531969890369895,1125315 1174888 -1 1124957 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Oxycodone' -1 -2 
837.0,310.0,0.72973,0.0,552.0,0,0.49264,1699,14711,0.001716874855097441,1153013 -1 1174888 -1  -2 ,'Promethazine' -1 'Hydrocodone' -1 -2 
787.0,393.0,0.66695,0.0,564.0,0,0.45126,1744,14711,0.0016658882607566434,1742253 -1 1125315 1174888 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
953.0,472.0,0.66877,0.0,663.0,0,0.45642,2088,14711,0.0015926541167867066,989878 -1  -2 ,'Lidocaine' -1 -2 
674.0,328.0,0.67265,0.0,485.0,0,0.45326,1487,14711,0.001552312157264231,1154029 -1 1125315 -1  -2 ,'Fentanyl' -1 'Acetaminophen' -1 -2 
780.0,307.0,0.71757,0.0,519.0,0,0.48568,1606,14711,0.0015035396122811445,1705674 1836430 -1 1125315 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 'Acetaminophen' -1 -2 
687.0,354.0,0.65994,1.0,498.0,0.002,0.44675,1540,14711,0.001485094801082457,19049105 -1 1154343 -1  -2 ,'Potassium Chloride' -1 'Albuterol' -1 -2 
895.0,350.0,0.71888,0.0,584.0,0,0.48934,1829,14711,0.0014799052134944837,1734104 -1 19049105 -1  -2 ,'Azithromycin' -1 'Potassium Chloride' -1 -2 
777.0,318.0,0.70959,0.0,521.0,0,0.48082,1616,14711,0.0014676041589616786,1734104 -1 1551099 -1  -2 ,'Azithromycin' -1 'Prednisone' -1 -2 
871.0,385.0,0.69347,1.0,586.0,0.0017,0.47314,1843,14711,0.00144090203551782,1125315 1153664 -1  -2 ,'Acetaminophen' 'Propoxyphene' -1 -2 
844.0,375.0,0.69237,0.0,570.0,0,0.47177,1789,14711,0.0013997273130155875,1125315 1174888 -1 1551099 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Prednisone' -1 -2 
755.0,319.0,0.70298,0.0,509.0,0,0.47694,1583,14711,0.0013836168745038895,1125315 -1 1125315 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Albuterol' -1 -2 
721.0,316.0,0.69527,1.0,492.0,0.00203,0.4719,1530,14711,0.0013701638888844524,1125315 -1 1153664 -1  -2 ,'Acetaminophen' -1 'Propoxyphene' -1 -2 
759.0,401.0,0.65431,0.0,543.0,0,0.44568,1703,14711,0.0013374892412618584,956874 -1 1154343 -1  -2 ,'Furosemide' -1 'Albuterol' -1 -2 
752.0,310.0,0.7081,1.0,501.0,0.00199,0.48146,1564,14711,0.0013325876651156675,1153664 -1 1125315 -1  -2 ,'Propoxyphene' -1 'Acetaminophen' -1 -2 
737.0,402.0,0.64706,0.0,534.0,0,0.44053,1673,14711,0.0013306444967558625,1716903 -1  -2 ,'moxifloxacin' -1 -2 
765.0,331.0,0.69799,0.0,515.0,0,0.47486,1611,14711,0.0013029285303337022,1551099 -1 1125315 1174888 -1  -2 ,'Prednisone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
678.0,340.0,0.66601,0.0,479.0,0,0.45291,1497,14711,0.0012157222376161464,1137529 -1  -2 ,'salmeterol' -1 -2 
876.0,356.0,0.71104,0.0,565.0,0,0.48748,1797,14711,0.0011551335608013392,19049105 -1 1125315 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
1008.0,373.0,0.72991,0.0,421.0,0,0.55938,1802,14711,0.0011346543270450051,1307046 -1 1307046 -1  -2 ,'Metoprolol' -1 'Metoprolol' -1 -2 
691.0,377.0,0.647,0.0,496.0,0,0.44182,1564,14711,0.0011243816816572988,1713332 -1 1742253 -1  -2 ,'Amoxicillin' -1 'Levofloxacin' -1 -2 
901.0,342.0,0.72486,0.0,568.0,0,0.49752,1811,14711,0.0011213501458190015,1125315 1174888 -1 1797513 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Ciprofloxacin' -1 -2 
1126.0,511.0,0.68784,0.0,727.0,0,0.47631,2364,14711,0.0010961291444898757,1125315 1174888 -1 19049105 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Potassium Chloride' -1 -2 
921.0,404.0,0.69509,0.0,600.0,0,0.47844,1925,14711,0.0010876283800795438,1125315 -1 956874 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
710.0,297.0,0.70506,0.0,469.0,0,0.48103,1476,14711,0.0010841605726536463,1125315 -1 1154343 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Albuterol' -1 'Acetaminophen' -1 -2 
945.0,398.0,0.70365,0.0,607.0,0,0.48462,1950,14711,0.001080351979146582,1154343 -1 1154343 -1  -2 ,'Albuterol' -1 'Albuterol' -1 -2 
842.0,365.0,0.6976,0.0,364.0,0,0.53596,1571,14711,0.0010673306188089737,1545958 -1 1125315 -1  -2 ,'atorvastatin' -1 'Acetaminophen' -1 -2 
1084.0,440.0,0.71129,0.0,678.0,0,0.49228,2202,14711,0.0010300988621691092,19049105 -1 1125315 1174888 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
870.0,375.0,0.6988,0.0,564.0,0,0.48093,1809,14711,0.0010174398888187287,1125315 -1 1705674 1836430 -1  -2 ,'Acetaminophen' -1 'Trimethoprim' 'Sulfamethoxazole' -1 -2 
809.0,354.0,0.69561,0.0,530.0,0,0.47785,1693,14711,0.0010083738380808572,956874 -1 1125315 -1 956874 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
1076.0,366.0,0.74619,1.0,447.0,0.00223,0.56984,1890,14711,0.0010034692604120358,1308216 -1 1308216 -1  -2 ,'Lisinopril' -1 'Lisinopril' -1 -2 
846.0,329.0,0.72,0.0,534.0,0,0.49503,1709,14711,9.88707243631009E-4,1734104 -1 1154343 -1  -2 ,'Azithromycin' -1 'Albuterol' -1 -2 
958.0,339.0,0.73863,0.0,401.0,0,0.56419,1698,14711,9.310265502961351E-4,1713332 -1 19121608 -1  -2 ,'Amoxicillin' -1 'Influenza virus vaccine' -1 -2 
937.0,419.0,0.691,0.0,603.0,0,0.47831,1959,14711,8.940037295815196E-4,1713332 -1 19049105 -1  -2 ,'Amoxicillin' -1 'Potassium Chloride' -1 -2 
1017.0,269.0,0.79082,0.0,399.0,0,0.60356,1685,14711,8.920664437126082E-4,974166 -1 974166 -1  -2 ,'Hydrochlorothiazide' -1 'Hydrochlorothiazide' -1 -2 
862.0,296.0,0.74439,1.0,355.0,0.00281,0.57001,1514,14711,8.635267030489874E-4,967823 986417 -1  -2 ,'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' -1 -2 
734.0,329.0,0.6905,0.0,479.0,0,0.47601,1542,14711,7.992981249658458E-4,1713332 -1 1551099 -1  -2 ,'Amoxicillin' -1 'Prednisone' -1 -2 
720.0,363.0,0.66482,0.0,486.0,0,0.45889,1569,14711,7.762865364934962E-4,19121608 -1 956874 -1  -2 ,'Influenza virus vaccine' -1 'Furosemide' -1 -2 
936.0,398.0,0.70165,0.0,422.0,0,0.53303,1756,14711,7.651494712332306E-4,1361711 -1  -2 ,'Nitroglycerin' -1 -2 
1049.0,507.0,0.67416,0.0,502.0,0,0.50972,2058,14711,7.309823279343001E-4,1322184 -1  -2 ,'clopidogrel' -1 -2 
700.0,329.0,0.68027,0.0,459.0,0,0.47043,1488,14711,6.803035348841478E-4,1125315 -1 1125315 -1 1786621 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Cephalexin' -1 -2 
959.0,483.0,0.66505,0.0,624.0,0,0.46418,2066,14711,6.549992658262591E-4,1713332 -1 956874 -1  -2 ,'Amoxicillin' -1 'Furosemide' -1 -2 
997.0,434.0,0.69672,1.0,617.0,0.00162,0.48707,2049,14711,6.294501027127665E-4,923645 -1  -2 ,'Omeprazole' -1 -2 
862.0,278.0,0.75614,0.0,362.0,0,0.5739,1502,14711,6.155027871927588E-4,1125315 1174888 -1 1308216 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Lisinopril' -1 -2 
859.0,354.0,0.70816,0.0,529.0,0,0.49311,1742,14711,6.02888013838767E-4,956874 -1 956874 -1 956874 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 -2 
922.0,301.0,0.75388,0.0,392.0,0,0.5709,1615,14711,5.996210342801142E-4,1125315 -1 1539403 -1  -2 ,'Acetaminophen' -1 'Simvastatin' -1 -2 
853.0,403.0,0.67914,0.0,546.0,0,0.47336,1802,14711,5.984544133207113E-4,1125315 1174888 -1 1154343 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Albuterol' -1 -2 
752.0,287.0,0.72377,0.0,458.0,0,0.50234,1497,14711,5.887653208314209E-4,974166 -1 956874 -1  -2 ,'Hydrochlorothiazide' -1 'Furosemide' -1 -2 
1035.0,338.0,0.75382,0.0,592.0,0,0.52672,1965,14711,5.851372410309297E-4,1103314 -1  -2 ,'Tramadol' -1 -2 
699.0,361.0,0.65943,0.0,466.0,0,0.45806,1526,14711,5.802757530744767E-4,904453 -1  -2 ,'Esomeprazole' -1 -2 
708.0,388.0,0.64599,0.0,480.0,0,0.44924,1576,14711,5.71272420605277E-4,1125315 -1 1310149 -1  -2 ,'Acetaminophen' -1 'Warfarin' -1 -2 
818.0,288.0,0.7396,0.0,483.0,0,0.51479,1589,14711,5.541340881909624E-4,1154343 -1 1734104 -1  -2 ,'Albuterol' -1 'Azithromycin' -1 -2 
898.0,334.0,0.7289,0.0,533.0,0,0.50878,1765,14711,5.445692999206675E-4,956874 -1 1734104 -1  -2 ,'Furosemide' -1 'Azithromycin' -1 -2 
824.0,301.0,0.73244,0.0,361.0,0,0.55451,1486,14711,5.389683976338818E-4,1539403 -1 1174888 -1  -2 ,'Simvastatin' -1 'Hydrocodone' -1 -2 
1058.0,326.0,0.76445,0.0,453.0,0,0.57594,1837,14711,5.316394651780128E-4,1177480 -1  -2 ,'Ibuprofen' -1 -2 
884.0,311.0,0.73975,0.0,515.0,0,0.51696,1710,14711,4.954458181192562E-4,1149380 -1 1125315 -1  -2 ,'fluticasone' -1 'Acetaminophen' -1 -2 
947.0,417.0,0.69428,0.0,580.0,0,0.48714,1944,14711,4.6157522070930943E-4,956874 19049105 -1  -2 ,'Furosemide' 'Potassium Chloride' -1 -2 
900.0,367.0,0.71034,1.0,415.0,0.0024,0.53535,1683,14711,4.6098308130591435E-4,586413 -1  -2 ,'pneumococcal polysaccharides (23)' -1 -2 
822.0,323.0,0.7179,0.0,373.0,0,0.5415,1518,14711,4.5682755074480066E-4,1346823 -1 1125315 -1  -2 ,'carvedilol' -1 'Acetaminophen' -1 -2 
897.0,289.0,0.75632,0.0,391.0,0,0.5688,1577,14711,4.042881447232635E-4,1713332 -1 1713332 -1 1713332 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Amoxicillin' -1 -2 
939.0,359.0,0.72342,0.0,431.0,0,0.54309,1729,14711,4.0325951275899677E-4,1539403 -1 1125315 -1  -2 ,'Simvastatin' -1 'Acetaminophen' -1 -2 
743.0,347.0,0.68165,0.0,466.0,0,0.47751,1556,14711,3.9235964139782504E-4,1125315 -1 1124957 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Oxycodone' -1 'Acetaminophen' -1 -2 
794.0,325.0,0.70956,0.0,368.0,0,0.53396,1487,14711,3.922298858749232E-4,1503297 -1 1125315 -1  -2 ,'Metformin' -1 'Acetaminophen' -1 -2 
875.0,408.0,0.682,0.0,542.0,0,0.47945,1825,14711,3.82779862685537E-4,1124957 -1 1174888 -1  -2 ,'Oxycodone' -1 'Hydrocodone' -1 -2 
640.0,397.0,0.61716,1.0,441.0,0.00226,0.4334,1479,14711,3.526392720109572E-4,1502905 -1  -2 ,'Insulin. Glargine. Human' -1 -2 
891.0,376.0,0.70324,0.0,425.0,0,0.5266,1692,14711,3.3474300557957123E-4,1307046 -1 1125315 1174888 -1  -2 ,'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
730.0,318.0,0.69656,0.0,445.0,0,0.48895,1493,14711,3.341369395847299E-4,1125315 -1 1786621 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Acetaminophen' -1 -2 
822.0,298.0,0.73393,0.0,472.0,0,0.51633,1592,14711,3.138520798793486E-4,1713332 -1 1797513 -1  -2 ,'Amoxicillin' -1 'Ciprofloxacin' -1 -2 
888.0,306.0,0.74372,0.0,500.0,0,0.5242,1694,14711,2.9843988947938463E-4,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
879.0,304.0,0.74303,0.0,491.0,0,0.52509,1674,14711,2.456335132872973E-4,19049105 -1 1734104 -1  -2 ,'Potassium Chloride' -1 'Azithromycin' -1 -2 
819.0,359.0,0.69525,0.0,489.0,0,0.4913,1667,14711,2.452753449999638E-4,1125315 1174888 -1 1786621 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Cephalexin' -1 -2 
814.0,290.0,0.73732,0.0,374.0,0,0.55074,1478,14711,2.4224094283737443E-4,1713332 -1 1713332 -1 1174888 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' -1 'Hydrocodone' -1 -2 
766.0,337.0,0.69447,0.0,457.0,0,0.49103,1560,14711,2.18598142456628E-4,1713332 -1 1154343 -1  -2 ,'Amoxicillin' -1 'Albuterol' -1 -2 
808.0,253.0,0.76155,0.0,440.0,0,0.53831,1501,14711,2.1355009855311954E-4,974166 -1 19049105 -1  -2 ,'Hydrochlorothiazide' -1 'Potassium Chloride' -1 -2 
845.0,305.0,0.73478,0.0,474.0,0,0.52032,1624,14711,2.0366939151016778E-4,997881 -1  -2 ,'Clindamycin' -1 -2 
824.0,344.0,0.70548,0.0,480.0,0,0.5,1648,14711,1.933130062504269E-4,975125 -1  -2 ,'Hydrocortisone' -1 -2 
722.0,408.0,0.63894,0.0,465.0,0,0.45266,1595,14711,1.9223452589978748E-4,1326303 -1  -2 ,'Digoxin' -1 -2 
876.0,379.0,0.69801,0.0,511.0,0,0.49604,1766,14711,1.6583882551752545E-4,1308216 -1 956874 -1  -2 ,'Lisinopril' -1 'Furosemide' -1 -2 
989.0,263.0,0.78994,0.0,436.0,0,0.5859,1688,14711,1.5693790673983491E-4,1125315 -1 974166 -1  -2 ,'Acetaminophen' -1 'Hydrochlorothiazide' -1 -2 
796.0,326.0,0.70945,0.0,454.0,0,0.50508,1576,14711,1.227618472007039E-4,1786621 -1 1125315 1174888 -1  -2 ,'Cephalexin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
815.0,311.0,0.7238,0.0,455.0,0,0.5155,1581,14711,1.184328112515086E-4,1125315 -1 1174888 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
812.0,413.0,0.66286,0.0,493.0,0,0.47264,1718,14711,1.1505522714355879E-4,1307046 -1 956874 -1  -2 ,'Metoprolol' -1 'Furosemide' -1 -2 
1035.0,384.0,0.72939,0.0,563.0,0,0.5222,1982,14711,8.224463081979085E-5,1163944 -1  -2 ,'Guaifenesin' -1 -2 
1046.0,341.0,0.75415,0.0,496.0,0,0.5555,1883,14711,7.984224628882527E-5,1734104 -1 1713332 -1  -2 ,'Azithromycin' -1 'Amoxicillin' -1 -2 
788.0,308.0,0.71898,0.0,389.0,0,0.53064,1485,14711,7.937791578443115E-5,1759842 -1 1713332 -1  -2 ,'Clavulanate' -1 'Amoxicillin' -1 -2 
791.0,303.0,0.72303,0.0,437.0,0,0.51666,1531,14711,7.89640961090468E-5,1308216 -1 19049105 -1  -2 ,'Lisinopril' -1 'Potassium Chloride' -1 -2 
941.0,364.0,0.72107,0.0,516.0,0,0.51675,1821,14711,6.483095830147553E-5,1201620 -1 1125315 -1  -2 ,'Codeine' -1 'Acetaminophen' -1 -2 
840.0,382.0,0.6874,0.0,483.0,0,0.49267,1705,14711,5.9201755236481905E-5,1713332 1759842 -1 1125315 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 'Acetaminophen' -1 -2 
1132.0,443.0,0.71873,0.0,576.0,0,0.52627,2151,14711,3.127993139228598E-5,708298 1154029 -1  -2 ,'Midazolam' 'Fentanyl' -1 -2 
1221.0,370.0,0.76744,0.0,583.0,0,0.56164,2174,14711,2.7736510825057797E-5,1734104 -1 1734104 -1  -2 ,'Azithromycin' -1 'Azithromycin' -1 -2 
992.0,376.0,0.72515,0.0,501.0,0,0.53077,1869,14711,2.4208337238456632E-5,1125315 1174888 -1 19121608 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Influenza virus vaccine' -1 -2 
995.0,446.0,0.69049,0.0,558.0,0,0.49775,1999,14711,2.2475230086413383E-5,956874 -1 1713332 -1  -2 ,'Furosemide' -1 'Amoxicillin' -1 -2 
851.0,283.0,0.75044,0.0,415.0,0,0.54939,1549,14711,2.0561284007323398E-5,1734104 -1 19121608 -1  -2 ,'Azithromycin' -1 'Influenza virus vaccine' -1 -2 
